date_accessed,source_name,title,url,reason,body_preview
2026-05-12 21:04,StateScoop,Code For America names former California tech chief as new CTO,https://statescoop.com/code-for-america-names-california-jonathan-porat/,"Code For America is a nonprofit, not a healthcare entity. The article does not describe a confirmed breach or disruption at a named healthcare entity.","Code for America, the civic tech nonprofit, on Wednesday announced that Jonathan Porat, California’s former chief technology officer, will serve as its CTO, starting in June. The nonprofit said that Porat, who will report to Amanda Renteria, the grou"
2026-05-12 21:04,StateScoop,Colorado attorney general to delay enforcing AI law after xAI lawsuit,https://statescoop.com/colorado-ag-delaying-ai-law-xai-lawsuit/,"Colorado's AI law will not be enforced until after the rulemaking process has concluded, and the state's attorney general is seeking to delay enforcement of the law.","Following a suit filed this month by xAI against Colorado, the state’s attorney general has indicated that he will not enforce the state’s artificial intelligence law when it goes into effect this summer, and asked the federal court hearing the case "
2026-05-12 21:05,StateScoop,Alabama names state’s first chief AI officer,https://statescoop.com/alabama-chief-ai-officer-aaron-wright/,"Alabama has promoted Aaron Wright as its first chief artificial intelligence officer, but this does not describe a disruption in healthcare operations.","Alabama has promoted Aaron Wright, the state’s director of application development, as its first chief artificial intelligence officer. The appointment, first reported by Government Technology , comes two years after Gov. Kay Ivey signed in an execut"
2026-05-12 21:05,StateScoop,Free Wi-Fi now available in San Francisco’s Chinatown,https://statescoop.com/free-wifi-san-francisco-chinatown/,"The article reports on the launch of free public Wi-Fi in San Francisco's Chinatown, but does not describe a healthcare disruption or breach.","The first phase of a long-planned effort to bring free public internet to Chinatown in San Francisco is now complete, city officials declared this week. It’s part of a broader initiative to close the digital divide by expanding connectivity in one of"
2026-05-12 21:05,StateScoop,"Code for America reaches tentative agreement with worker’s union, averting strike",https://statescoop.com/code-for-america-tentative-union-agreement/,"Code for America reached a tentative agreement with its worker's union, averting a strike, but no confirmed healthcare disruption or breach occurred at a named entity.","On Wednesday, the civic tech nonprofit Code for America announced it’s reached a new, tentative collective bargaining agreement its union, CfA Workers United, averting a strike following weeks of negotiations. The new bargaining conversations kicked "
2026-05-12 21:05,StateScoop,Identity insights are critical in preventing provider enrollment fraud for government programs,https://statescoop.com/identity-insights-are-critical-in-preventing-provider-enrollment-fraud-for-government-programs/,"This article discusses the importance of provider enrollment fraud prevention in government healthcare programs, but does not describe a confirmed breach or disruption at a named healthcare entity.","Provider fraud in Medicare and Medicaid is a persistent, complex, and costly challenge, threatening the integrity of the nation’s most vital healthcare programs. Fraudulent activities, ranging from billing for services not rendered to kickbacks to id"
2026-05-12 21:05,StateScoop,"‘Service blueprints’ for SNAP, Medicaid can help states protect eligible beneficiaries, says Code For America",https://statescoop.com/code-for-america-snap-medicaid-service-blueprints/,"Code for America published 'service blueprints' to help states protect eligible beneficiaries under new federal requirements, but no disruption reported.","The civic tech nonprofit Code for America on Wednesday published two diagrams designed to protect Americans’ access to safety net benefits. The diagrams , which the group calls “service blueprints,” visualize the many-stepped processes involved in ap"
2026-05-12 21:05,StateScoop,NASCIO names 2025 State IT Recognition Awards finalists,https://statescoop.com/nascio-names-state-it-recognition-awards-finalists/,This article does not describe a confirmed healthcare disruption or breach at a named healthcare entity.,The National Association of State Chief Information Officers on Wednesday announced 31 finalists in its annual State IT Recognition Awards program. The group says the awards honor “technology innovation and excellence in state government. ” “The subm
2026-05-12 21:06,StateScoop,CISA says it’s not abandoning the states. Cyber officials aren’t so sure,https://statescoop.com/cisa-state-local-cyber-ms-isac-2025/,No impact detected,"Federal programs designed to aid in protecting critical infrastructure operated by state and local governments have wilted during the first six months of Donald Trump’s second presidency, and technology officials have noticed. Numerous state and loca"
2026-05-12 21:06,StateScoop,Illinois bans AI from providing mental health services,https://statescoop.com/illinois-bans-ai-mental-health-services/,"Illinois bans AI from providing mental health services, aiming to protect residents from potentially harmful advice.","Illinois Gov. JB Pritzker last Friday signed a bill into law banning the use of artificial intelligence from providing mental health services, aiming to protect residents from potentially harmful advice. Known as the Wellness and Oversight for Psycho"
2026-05-12 21:06,StateScoop,We caught 4 more states sharing personal health data with Big Tech,https://statescoop.com/state-personal-healthcare-data-shared-big-tech/,"Nevada's health exchange, Nevada Health Link, is sharing visitors' sensitive health information with social media companies like Google and LinkedIn without their consent.","State-run health care websites around the country, meant to provide a simple way to shop for insurance, have been quietly sending visitors’ sensitive health information to Google and social media companies, The Markup and CalMatters found. The data, "
2026-05-12 21:06,StateScoop,"February phishing campaign compromised Illinois health data, department says",https://statescoop.com/illinois-health-dept-phishing-data-cyberattack/,"The Illinois Department of Healthcare and Family Services was targeted by a phishing attack that compromised the personal information of 933 people, including 564 Illinois residents.","The Illinois Department of Healthcare and Family Services on Friday announced a data breach resulting from a phishing attack earlier this year that compromised the personal information of 933 people, including 564 Illinois residents. According to the"
2026-05-12 21:06,StateScoop,"Commerce Sec. Lutnick releases new BEAD guidance, with ‘tech-neutral approach’",https://statescoop.com/commerce-sec-lutnick-releases-new-bead-guidance-tech-neutral/,"Commerce Sec. Lutnick releases new BEAD guidance, with ‘tech-neutral approach’; no disruption reported.","The National Telecommunications and Information Administration on Friday released its much anticipated guidance for states on the Broadband Equity, Access, and Deployment, or BEAD, program . The new BEAD guidance, which comes three months after Comme"
2026-05-12 21:06,StateScoop,State lawmakers push back on federal proposal to limit AI regulation,https://statescoop.com/state-lawmakers-push-back-federal-proposal-limit-ai-regulation/,"State lawmakers push back on federal proposal to limit AI regulation; they argue that the moratorium would hinder their ability to protect residents from AI-related harms, such as deepfake scams and algorithmic discrimination.",A bipartisan coalition of more than 260 state legislators from all 50 states on Tuesday sent a letter to Congress opposing a provision in the federal budget reconciliation bill that would impose a 10-year ban on state and local regulation of artifici
2026-05-12 21:06,StateScoop,"Tennessee names former health care, finance executive as new CIO",https://statescoop.com/tennessee-new-cio-kristin-darby-2025/,"Kristin Darby will be the state's new CIO, taking over for Stephanie Dedmon who is retiring after serving as CIO since 2018.","Jim Bryson, commissioner of the Tennessee Department of Finance and Administration, on Monday announced that Kristin Darby, a former health care and finance executive, will be the state’s new chief information officer. Darby will take over for Stepha"
2026-05-12 21:06,StateScoop,"Ahead of new administration, remaining agile is key, Code For America CEO says",https://statescoop.com/ahead-of-new-administration-remaining-agile-is-key-code-for-america-ceo-says/,"This article discusses the potential impact of a new presidential administration on government agencies and digital services, but does not describe a confirmed healthcare disruption or breach at a named entity.","With the end of 2024 fast approaching and a new presidential administration set to take over Jan. 20, some government officials and tech experts are apprehensive about the potential policy changes to come. President-elect Trump has expressed interest"
2026-05-12 21:07,StateScoop,Google to provide cybersecurity tools for California’s health benefits system,https://statescoop.com/google-security-covered-california-healthcare-2024/,"Covered California is partnering with Google Security Operations to provide cybersecurity protections for CalHEERS, the State of California's health benefits exchange system.","California’s health insurance marketplace, Covered California, is partnering with Google Security Operations to provide cybersecurity protections for CalHEERS, the State of California’s health benefits exchange system, the cloud provider announced at"
2026-05-12 21:07,StateScoop,NASCIO names finalists for 2024 State IT Recognition Awards,https://statescoop.com/nascio-state-government-technology-awards-2024/,"NO, this article does not describe a confirmed healthcare disruption or breach at a named healthcare entity.","The National Association of State Chief Information Officers on Tuesday announced the finalists for its annual State IT Recognition Awards. The annual contest, which recognizes the work of state IT projects, this year includes 10 categories, like cyb"
